City,State,Provider ID,Hospital Name,County Name,HCAHPS Question Type,Patient Survey Star Rating (out of 5),Number of Completed Surveys,Survey Response Rate Percent,Measure Start Date,Measure End Date,,
DANVILLE,PA,390006,GEISINGER MEDICAL CENTER,MONTOUR,Summary star rating,4,3901,32,4/1/2016,3/31/2017,,
DARBY,PA,390156,MERCY FITZGERALD HOSPITAL,DELAWARE,Summary star rating,2,1249,13,4/1/2016,3/31/2017,,
DOYLESTOWN,PA,390203,DOYLESTOWN HOSPITAL,BUCKS,Summary star rating,4,915,38,4/1/2016,3/31/2017,,
DREXEL HILL,PA,390081,DELAWARE COUNTY MEMORIAL HOSPITAL,DELAWARE,Summary star rating,2,502,18,4/1/2016,3/31/2017,,
DUBOIS,PA,390086,PENN HIGHLANDS DUBOIS,CLEARFIELD,Summary star rating,2,336,29,4/1/2016,3/31/2017,,
EAST NORRITON,PA,390329,EINSTEIN MEDICAL CENTER MONTGOMERY,MONTGOMERY,Summary star rating,3,521,24,4/1/2016,3/31/2017,,
EAST STROUDSBURG,PA,390201,LEHIGH VALLEY HOSPITAL - POCONO,MONROE,Summary star rating,3,589,24,4/1/2016,3/31/2017,,
EASTON,PA,390162,EASTON HOSPITAL,NORTHAMPTON,Summary star rating,3,513,27,4/1/2016,3/31/2017,,
EASTON,PA,390326,ST LUKE'S HOSPITAL - ANDERSON CAMPUS,NORTHAMPTON,Summary star rating,4,536,33,4/1/2016,3/31/2017,,
ELLWOOD CITY,PA,390008,ELLWOOD CITY HOSPITAL,LAWRENCE,Summary star rating,4,196,31,4/1/2016,3/31/2017,,
EPHRATA,PA,390225,WELLSPAN EPHRATA COMMUNITY HOSPITAL,LANCASTER,Summary star rating,2,696,33,4/1/2016,3/31/2017,,
ERIE,PA,390198,MILLCREEK COMMUNITY HOSPITAL,ERIE,Summary star rating,3,235,23,4/1/2016,3/31/2017,,
ERIE,PA,390009,SAINT VINCENT HOSPITAL,ERIE,Summary star rating,3,495,30,4/1/2016,3/31/2017,,
ERIE,PA,390063,UPMC HAMOT,ERIE,Summary star rating,3,2189,32,4/1/2016,3/31/2017,,
EVERETT,PA,390117,UPMC BEDFORD MEMORIAL,BEDFORD,Summary star rating,4,410,34,4/1/2016,3/31/2017,,
GETTYSBURG,PA,390065,GETTYSBURG HOSPITAL,ADAMS,Summary star rating,4,495,30,4/1/2016,3/31/2017,,
GREENSBURG,PA,390145,EXCELA HEALTH WESTMORELAND HOSPITAL,WESTMORELAND,Summary star rating,4,480,39,4/1/2016,3/31/2017,,
GREENVILLE,PA,390178,UPMC HORIZON,MERCER,Summary star rating,2,737,31,4/1/2016,3/31/2017,,
GROVE CITY,PA,390266,GROVE CITY MEDICAL CENTER,MERCER,Summary star rating,4,274,32,4/1/2016,3/31/2017,,
HANOVER,PA,390233,HANOVER HOSPITAL,YORK,Summary star rating,4,386,34,4/1/2016,3/31/2017,,
HARRISBURG,PA,390067,PINNACLE HEALTH HOSPITALS,DAUPHIN,Summary star rating,3,1348,33,4/1/2016,3/31/2017,,
HASTINGS,PA,390130,CONEMAUGH MINERS MEDICAL CENTER,CAMBRIA,Summary star rating,4,116,45,4/1/2016,3/31/2017,,
HAZLETON,PA,390185,LEHIGH VALLEY HOSPITAL - HAZLETON,LUZERNE,Summary star rating,2,350,24,4/1/2016,3/31/2017,,
HERSHEY,PA,390256,MILTON S HERSHEY MEDICAL CENTER,DAUPHIN,Summary star rating,3,571,29,4/1/2016,3/31/2017,,
HONESDALE,PA,390125,WAYNE MEMORIAL HOSPITAL,WAYNE,Summary star rating,3,533,31,4/1/2016,3/31/2017,,
HUNTINGDON,PA,390056,J C BLAIR MEMORIAL HOSPITAL,HUNTINGDON,Summary star rating,4,326,30,4/1/2016,3/31/2017,,
INDIANA,PA,390173,INDIANA REGIONAL MEDICAL CENTER,INDIANA,Summary star rating,3,1470,33,4/1/2016,3/31/2017,,
JEFFERSON HILLS,PA,390265,JEFFERSON HOSPITAL,ALLEGHENY,Summary star rating,3,353,36,4/1/2016,3/31/2017,,
JERSEY SHORE,PA,391300,GEISINGER JERSEY SHORE HOSPITAL,LYCOMING,Summary star rating,4,203,37,4/1/2016,3/31/2017,,
JOHNSTOWN,PA,390110,CONEMAUGH MEMORIAL MEDICAL CENTER,CAMBRIA,Summary star rating,3,1772,33,4/1/2016,3/31/2017,,
KANE,PA,390104,KANE COMMUNITY HOSPITAL,MCKEAN,Summary star rating,4,154,35,4/1/2016,3/31/2017,,
KITTANNING,PA,390163,ACMH HOSPITAL,ARMSTRONG,Summary star rating,3,576,32,4/1/2016,3/31/2017,,
LANCASTER,PA,390100,LANCASTER GENERAL HOSPITAL,LANCASTER,Summary star rating,3,633,37,4/1/2016,3/31/2017,,
LANCASTER,PA,390061,LANCASTER REGIONAL MEDICAL CENTER,LANCASTER,Summary star rating,3,809,30,4/1/2016,3/31/2017,,
LANGHORNE,PA,390258,ST MARY MEDICAL CENTER,BUCKS,Summary star rating,4,3316,30,4/1/2016,3/31/2017,,
LANSDALE,PA,390012,LANSDALE HOSPITAL,MONTGOMERY,Summary star rating,4,507,35,4/1/2016,3/31/2017,,
LATROBE,PA,390219,EXCELA HEALTH LATROBE HOSPITAL,WESTMORELAND,Summary star rating,4,352,34,4/1/2016,3/31/2017,,
LEBANON,PA,390066,GOOD SAMARITAN HOSPITAL,LEBANON,Summary star rating,3,1451,31,4/1/2016,3/31/2017,,
LEHIGHTON,PA,390194,BLUE MOUNTAIN HOSPITAL-GNADEN HUETTEN CAMPUS,CARBON,Summary star rating,3,424,27,4/1/2016,3/31/2017,,
LEWISBURG,PA,390013,EVANGELICAL COMMUNITY HOSPITAL,UNION,Summary star rating,4,602,39,4/1/2016,3/31/2017,,
LEWISTOWN,PA,390048,GEISINGER-LEWISTOWN HOSPITAL,MIFFLIN,Summary star rating,3,524,29,4/1/2016,3/31/2017,,
LITITZ,PA,390068,HEART OF LANCASTER MEDICAL CENTER,LANCASTER,Summary star rating,3,355,19,4/1/2016,3/31/2017,,
LOCK HAVEN,PA,390071,LOCK HAVEN HOSPITAL,CLINTON,Summary star rating,3,203,29,4/1/2016,3/31/2017,,
MC KEESPORT,PA,390002,UPMC MCKEESPORT,ALLEGHENY,Summary star rating,3,497,27,4/1/2016,3/31/2017,,
MCCONNELLSBURG,PA,391303,FULTON COUNTY MEDICAL CENTER,FULTON,Summary star rating,5,145,30,4/1/2016,3/31/2017,,
MCKEES ROCKS,PA,390157,OHIO VALLEY GENERAL HOSPITAL,ALLEGHENY,Summary star rating,3,676,29,4/1/2016,3/31/2017,,
MEADOWBROOK,PA,390097,HOLY REDEEMER HOSPITAL AND MEDICAL CENTER,MONTGOMERY,Summary star rating,3,409,24,4/1/2016,3/31/2017,,
MEADVILLE,PA,390113,MEADVILLE MEDICAL CENTER,CRAWFORD,Summary star rating,4,415,28,4/1/2016,3/31/2017,,
MEDIA,PA,390222,RIDDLE MEMORIAL HOSPITAL,DELAWARE,Summary star rating,4,1203,31,4/1/2016,3/31/2017,,
MONONGAHELA,PA,390147,MONONGAHELA VALLEY HOSPITAL,WASHINGTON,Summary star rating,4,423,35,4/1/2016,3/31/2017,,
MONROEVILLE,PA,390267,FORBES HOSPITAL,ALLEGHENY,Summary star rating,3,471,30,4/1/2016,3/31/2017,,
MONROEVILLE,PA,390328,UPMC EAST,ALLEGHENY,Summary star rating,3,901,33,4/1/2016,3/31/2017,,
MONTROSE,PA,391306,ENDLESS MOUNTAINS HEALTH SYSTEMS,SUSQUEHANNA,Summary star rating,4,215,36,4/1/2016,3/31/2017,,
MOUNT PLEASANT,PA,390217,EXCELA HEALTH FRICK HOSPITAL,WESTMORELAND,Summary star rating,3,480,32,4/1/2016,3/31/2017,,
MUNCY,PA,391301,MUNCY VALLEY HOSPITAL,LYCOMING,Summary star rating,0,90,32,4/1/2016,3/31/2017,,
MYERSDALE,PA,391302,MEYERSDALE MEDICAL CENTER,SOMERSET,Summary star rating,0,91,56,4/1/2016,3/31/2017,,
NATRONA,PA,390032,ALLEGHENY VALLEY HOSPITAL,ALLEGHENY,Summary star rating,3,510,33,4/1/2016,3/31/2017,,
NEW CASTLE,PA,390016,JAMESON MEMORIAL HOSPITAL,LAWRENCE,Summary star rating,3,423,30,4/1/2016,3/31/2017,,
NORRISTOWN,PA,390116,SUBURBAN COMMUNITY HOSPITAL,MONTGOMERY,Summary star rating,2,271,20,4/1/2016,3/31/2017,,
PAOLI,PA,390153,MAIN LINE HOSPITAL PAOLI,CHESTER,Summary star rating,4,1320,31,4/1/2016,3/31/2017,,
PHILADELPHIA,PA,390142,ALBERT EINSTEIN MEDICAL CENTER,PHILADELPHIA,Summary star rating,2,925,11,4/1/2016,3/31/2017,,
PHILADELPHIA,PA,390115,ARIA HEALTH,PHILADELPHIA,Summary star rating,2,2967,19,4/1/2016,3/31/2017,,
PHILADELPHIA,PA,390312,CANCER TREATMENT CENTERS OF AMERICA,PHILADELPHIA,Summary star rating,5,167,24,4/1/2016,3/31/2017,,
PHILADELPHIA,PA,390026,CHESTNUT HILL HOSPITAL,PHILADELPHIA,Summary star rating,3,579,22,4/1/2016,3/31/2017,,
PHILADELPHIA,PA,390290,HAHNEMANN UNIVERSITY HOSPITAL,PHILADELPHIA,Summary star rating,2,652,25,4/1/2016,3/31/2017,,
PHILADELPHIA,PA,390111,HOSPITAL OF UNIV OF PENNSYLVANIA,PHILADELPHIA,Summary star rating,4,376,24,4/1/2016,3/31/2017,,
PHILADELPHIA,PA,390080,JEANES HOSPITAL,PHILADELPHIA,Summary star rating,3,362,22,4/1/2016,3/31/2017,,
PHILADELPHIA,PA,390204,NAZARETH HOSPITAL,PHILADELPHIA,Summary star rating,3,802,21,4/1/2016,3/31/2017,,
PHILADELPHIA,PA,390223,PENN PRESBYTERIAN MEDICAL CENTER,PHILADELPHIA,Summary star rating,4,515,26,4/1/2016,3/31/2017,,
PHILADELPHIA,PA,390226,PENNSYLVANIA HOSPITAL,PHILADELPHIA,Summary star rating,3,414,25,4/1/2016,3/31/2017,,
PHILADELPHIA,PA,390304,ROXBOROUGH MEMORIAL HOSPITAL,PHILADELPHIA,Summary star rating,3,474,21,4/1/2016,3/31/2017,,
PHILADELPHIA,PA,390027,TEMPLE UNIVERSITY HOSPITAL,PHILADELPHIA,Summary star rating,2,1244,12,4/1/2016,3/31/2017,,
PHILADELPHIA,PA,390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,PHILADELPHIA,Summary star rating,3,4626,23,4/1/2016,3/31/2017,,
PHOENIXVILLE,PA,390127,PHOENIXVILLE HOSPITAL,CHESTER,Summary star rating,3,565,26,4/1/2016,3/31/2017,,
PITTSBURGH,PA,390050,ALLEGHENY GENERAL HOSPITAL,ALLEGHENY,Summary star rating,3,417,32,4/1/2016,3/31/2017,,
PITTSBURGH,PA,390114,MAGEE WOMENS HOSPITAL OF UPMC HEALTH SYSTEM,ALLEGHENY,Summary star rating,3,1859,26,4/1/2016,3/31/2017,,
PITTSBURGH,PA,390228,ST CLAIR HOSPITAL,ALLEGHENY,Summary star rating,4,651,40,4/1/2016,3/31/2017,,
PITTSBURGH,PA,390028,UPMC MERCY,ALLEGHENY,Summary star rating,3,1190,26,4/1/2016,3/31/2017,,
PITTSBURGH,PA,390107,UPMC PASSAVANT,ALLEGHENY,Summary star rating,3,1447,43,4/1/2016,3/31/2017,,
PITTSBURGH,PA,390164,UPMC PRESBYTERIAN SHADYSIDE,ALLEGHENY,Summary star rating,3,5469,32,4/1/2016,3/31/2017,,
PITTSBURGH,PA,390102,UPMC ST MARGARET,ALLEGHENY,Summary star rating,3,1423,39,4/1/2016,3/31/2017,,
PITTSBURGH,PA,390090,WEST PENN HOSPITAL,ALLEGHENY,Summary star rating,3,439,27,4/1/2016,3/31/2017,,
POTTSTOWN,PA,390123,POTTSTOWN MEMORIAL MEDICAL CENTER,MONTGOMERY,Summary star rating,2,1177,25,4/1/2016,3/31/2017,,
POTTSVILLE,PA,390031,LEHIGH VALLEY HOSPITAL-SCHUYLKILL E. NORWEGIAN STR,SCHUYLKILL,Summary star rating,2,456,33,4/1/2016,3/31/2017,,
POTTSVILLE,PA,390030,LEHIGH VALLEY HOSPITAL-SCHUYLKILL S. JACKSON STREE,SCHUYLKILL,Summary star rating,3,267,25,4/1/2016,3/31/2017,,
PUNXSUTAWNEY,PA,390199,PUNXSUTAWNEY AREA HOSPITAL,JEFFERSON,Summary star rating,4,446,41,4/1/2016,3/31/2017,,
QUAKERTOWN,PA,390035,ST LUKE'S QUAKERTOWN HOSPITAL,BUCKS,Summary star rating,4,315,28,4/1/2016,3/31/2017,,
READING,PA,390044,READING HOSPITAL,BERKS,Summary star rating,3,506,28,4/1/2016,3/31/2017,,
READING,PA,390096,ST JOSEPH MEDICAL CENTER,BERKS,Summary star rating,3,470,23,4/1/2016,3/31/2017,,
ROARING SPRING,PA,390062,NASON HOSPITAL,BLAIR,Summary star rating,4,452,36,4/1/2016,3/31/2017,,
ROYERSFORD,PA,390324,PHYSICIAN'S CARE SURGICAL HOSPITAL,MONTGOMERY,Summary star rating,5,749,68,4/1/2016,3/31/2017,,
SAINT MARYS,PA,391315,PENN HIGHLANDS ELK,ELK,Summary star rating,3,536,31,4/1/2016,3/31/2017,,
SAYRE,PA,390079,ROBERT PACKER HOSPITAL,BRADFORD,Summary star rating,3,450,32,4/1/2016,3/31/2017,,
SCRANTON,PA,390001,GEISINGER-COMMUNITY MEDICAL CENTER,LACKAWANNA,Summary star rating,2,1683,32,4/1/2016,3/31/2017,,
SCRANTON,PA,390119,MOSES TAYLOR HOSPITAL,LACKAWANNA,Summary star rating,3,551,24,4/1/2016,3/31/2017,,
SCRANTON,PA,390237,REGIONAL HOSPITAL OF SCRANTON,LACKAWANNA,Summary star rating,3,604,34,4/1/2016,3/31/2017,,
SELLERSVILLE,PA,390057,GRAND VIEW HOSPITAL,BUCKS,Summary star rating,4,360,34,4/1/2016,3/31/2017,,
SENECA,PA,390091,UPMC NORTHWEST,VENANGO,Summary star rating,3,666,35,4/1/2016,3/31/2017,,
SEWICKLEY,PA,390037,HERITAGE VALLEY SEWICKLEY,ALLEGHENY,Summary star rating,4,558,35,4/1/2016,3/31/2017,,
SHARON,PA,390211,SHARON REGIONAL HEALTH SYSTEM,MERCER,Summary star rating,2,1242,29,4/1/2016,3/31/2017,,
SOMERSET,PA,390039,SOMERSET HOSPITAL,SOMERSET,Summary star rating,3,533,35,4/1/2016,3/31/2017,,
STATE COLLEGE,PA,390268,MOUNT NITTANY MEDICAL CENTER,CENTRE,Summary star rating,4,623,36,4/1/2016,3/31/2017,,
SUNBURY,PA,390084,SUNBURY COMMUNITY HOSPITAL,NORTHUMBERLAND,Summary star rating,3,135,31,4/1/2016,3/31/2017,,
SUSQUEHANNA,PA,391309,BARNES-KASSON COUNTY HOSPITAL,SUSQUEHANNA,Summary star rating,4,158,30,4/1/2016,3/31/2017,,
TITUSVILLE,PA,391314,TITUSVILLE HOSPITAL,CRAWFORD,Summary star rating,4,198,34,4/1/2016,3/31/2017,,
TOWANDA,PA,390236,GUTHRIE TOWANDA MEMORIAL HOSPITAL,BRADFORD,Summary star rating,4,123,31,4/1/2016,3/31/2017,,
TRANSFER,PA,390307,EDGEWOOD SURGICAL HOSPITAL,MERCER,Summary star rating,0,FEWER THAN 50,57,4/1/2016,3/31/2017,,
TROY,PA,391305,TROY COMMUNITY HOSPITAL,BRADFORD,Summary star rating,4,126,30,4/1/2016,3/31/2017,,
TUNKHANNOCK,PA,390192,TYLER MEMORIAL HOSPITAL,WYOMING,Summary star rating,4,104,40,4/1/2016,3/31/2017,,
TYRONE,PA,391307,TYRONE HOSPITAL,BLAIR,Summary star rating,5,356,57,4/1/2016,3/31/2017,,
UNIONTOWN,PA,390041,UNIONTOWN HOSPITAL,FAYETTE,Summary star rating,3,864,29,4/1/2016,3/31/2017,,
UPLAND,PA,390180,CROZER CHESTER MEDICAL CENTER,DELAWARE,Summary star rating,2,1549,19,4/1/2016,3/31/2017,,
WARREN,PA,390146,WARREN GENERAL HOSPITAL,WARREN,Summary star rating,3,543,30,4/1/2016,3/31/2017,,
WASHINGTON,PA,390323,ADVANCED SURGICAL HOSPITAL,WASHINGTON,Summary star rating,5,433,71,4/1/2016,3/31/2017,,
WASHINGTON,PA,390042,"WASHINGTON HOSPITAL, THE",WASHINGTON,Summary star rating,4,1023,33,4/1/2016,3/31/2017,,
WAYNESBORO,PA,390138,WAYNESBORO HOSPITAL,FRANKLIN,Summary star rating,4,396,27,4/1/2016,3/31/2017,,
WAYNESBURG,PA,390150,WASHINGTON HEALTH SYSTEM GREENE,GREENE,Summary star rating,3,201,27,4/1/2016,3/31/2017,,
WEST CHESTER,PA,390179,CHESTER COUNTY HOSPITAL,CHESTER,Summary star rating,4,755,30,4/1/2016,3/31/2017,,
WEST GROVE,PA,390220,JENNERSVILLE REGIONAL HOSPITAL,CHESTER,Summary star rating,2,432,26,4/1/2016,3/31/2017,,
WILKES BARRE,PA,390270,GEISINGER WYOMING VALLEY MEDICAL CENTER,LUZERNE,Summary star rating,3,2214,30,4/1/2016,3/31/2017,,
WILKES-BARRE,PA,390137,WILKES-BARRE GENERAL HOSPITAL,LUZERNE,Summary star rating,3,1314,29,4/1/2016,3/31/2017,,
WILLIAMSPORT,PA,390045,WILLIAMSPORT REGIONAL MEDICAL CENTER,LYCOMING,Summary star rating,4,2492,32,4/1/2016,3/31/2017,,
WINDBER,PA,390112,WINDBER HOSPITAL,SOMERSET,Summary star rating,4,524,51,4/1/2016,3/31/2017,,
WYNNEWOOD,PA,390195,MAIN LINE HOSPITAL LANKENAU,MONTGOMERY,Summary star rating,3,1733,23,4/1/2016,3/31/2017,,
WYOMISSING,PA,390316,SURGICAL INSTITUTE OF READING,BERKS,Summary star rating,5,307,60,4/1/2016,3/31/2017,,
YORK,PA,390101,MEMORIAL HOSPITAL,YORK,Summary star rating,3,468,25,4/1/2016,3/31/2017,,
YORK,PA,390325,OSS ORTHOPAEDIC HOSPITAL,YORK,Summary star rating,5,958,63,4/1/2016,3/31/2017,,
YORK,PA,390327,WELLSPAN SURGERY AND REHABILITATION HOSPITAL,YORK,Summary star rating,5,406,55,4/1/2016,3/31/2017,,
YORK,PA,390046,YORK HOSPITAL,YORK,Summary star rating,3,482,29,4/1/2016,3/31/2017,,
NEWPORT,RI,410006,NEWPORT HOSPITAL,NEWPORT,Summary star rating,4,548,32,4/1/2016,3/31/2017,,
NORTH PROVIDENCE,RI,410005,OUR LADY OF FATIMA HOSPITAL,PROVIDENCE,Summary star rating,4,719,29,4/1/2016,3/31/2017,,
PAWTUCKET,RI,410001,MEMORIAL HOSPITAL OF RHODE ISLAND,PROVIDENCE,Summary star rating,3,297,23,4/1/2016,3/31/2017,,
PROVIDENCE,RI,410007,RHODE ISLAND HOSPITAL,PROVIDENCE,Summary star rating,3,1514,24,4/1/2016,3/31/2017,,
PROVIDENCE,RI,410004,ROGER WILLIAMS MEDICAL CENTER,PROVIDENCE,Summary star rating,3,743,22,4/1/2016,3/31/2017,,
PROVIDENCE,RI,410012,THE MIRIAM HOSPITAL,PROVIDENCE,Summary star rating,4,1434,34,4/1/2016,3/31/2017,,
PROVIDENCE,RI,410010,WOMEN & INFANTS HOSPITAL OF RHODE ISLAND,PROVIDENCE,Summary star rating,3,974,20,4/1/2016,3/31/2017,,
WAKEFIELD,RI,410008,SOUTH COUNTY HOSPITAL INC,WASHINGTON,Summary star rating,5,1756,40,4/1/2016,3/31/2017,,
WARWICK,RI,410009,KENT COUNTY MEMORIAL HOSPITAL,KENT,Summary star rating,3,1320,31,4/1/2016,3/31/2017,,
WESTERLY,RI,410013,WESTERLY HOSPITAL,WASHINGTON,Summary star rating,3,401,31,4/1/2016,3/31/2017,,
WOONSOCKET,RI,410011,LANDMARK MEDICAL CENTER,PROVIDENCE,Summary star rating,2,457,26,4/1/2016,3/31/2017,,
ABBEVILLE,SC,421301,ABBEVILLE AREA MEDICAL CENTER,ABBEVILLE,Summary star rating,0,93,26,4/1/2016,3/31/2017,,
AIKEN,SC,420082,AIKEN REGIONAL MEDICAL CENTER,AIKEN,Summary star rating,3,980,23,4/1/2016,3/31/2017,,
ANDERSON,SC,420027,ANMED HEALTH,ANDERSON,Summary star rating,3,1782,32,4/1/2016,3/31/2017,,
BEAUFORT,SC,420067,BEAUFORT COUNTY MEMORIAL HOSPITAL,BEAUFORT,Summary star rating,4,1377,24,4/1/2016,3/31/2017,,
CAMDEN,SC,420048,KERSHAWHEALTH,KERSHAW,Summary star rating,3,824,29,4/1/2016,3/31/2017,,
CHARLESTON,SC,420065,BON SECOURS-ST FRANCIS XAVIER HOSPITAL,CHARLESTON,Summary star rating,4,1435,35,4/1/2016,3/31/2017,,
CHARLESTON,SC,420004,MUSC MEDICAL CENTER,CHARLESTON,Summary star rating,3,1501,20,4/1/2016,3/31/2017,,
CHARLESTON,SC,420087,ROPER HOSPITAL,CHARLESTON,Summary star rating,4,2073,39,4/1/2016,3/31/2017,,
CHARLESTON,SC,420079,TRIDENT MEDICAL CENTER,CHARLESTON,Summary star rating,2,3264,21,4/1/2016,3/31/2017,,
CHERAW,SC,420107,MCLEOD HEALTH CHERAW,CHESTERFIELD,Summary star rating,3,355,30,4/1/2016,3/31/2017,,
CHESTER,SC,420019,CHESTER REGIONAL MEDICAL CENTER,CHESTER,Summary star rating,3,207,30,4/1/2016,3/31/2017,,
CLINTON,SC,420038,GHS  LAURENS COUNTY MEMORIAL HOSPITAL,LAURENS,Summary star rating,3,204,13,4/1/2016,3/31/2017,,
COLUMBIA,SC,420086,PALMETTO HEALTH BAPTIST,RICHLAND,Summary star rating,4,945,21,4/1/2016,3/31/2017,,
COLUMBIA,SC,420106,PALMETTO HEALTH BAPTIST PARKRIDGE,LEXINGTON,Summary star rating,4,658,23,4/1/2016,3/31/2017,,
COLUMBIA,SC,420018,PALMETTO HEALTH RICHLAND,RICHLAND,Summary star rating,4,1045,17,4/1/2016,3/31/2017,,
COLUMBIA,SC,420026,PROVIDENCE HEALTH,RICHLAND,Summary star rating,4,1970,34,4/1/2016,3/31/2017,,
CONWAY,SC,420049,CONWAY MEDICAL CENTER,HORRY,Summary star rating,3,368,20,4/1/2016,3/31/2017,,
DILLON,SC,420005,MCLEOD MEDICAL CENTER - DILLON,DILLON,Summary star rating,4,353,30,4/1/2016,3/31/2017,,
EASLEY,SC,420015,BAPTIST EASLEY HOSPITAL,PICKENS,Summary star rating,4,360,17,4/1/2016,3/31/2017,,
EDGEFIELD,SC,421304,EDGEFIELD COUNTY HOSPITAL,EDGEFIELD,Summary star rating,0,71,36,4/1/2016,3/31/2017,,
FAIRFAX,SC,421300,ALLENDALE COUNTY HOSPITAL,ALLENDALE,Summary star rating,0,FEWER THAN 50,22,4/1/2016,3/31/2017,,
FLORENCE,SC,420091,CAROLINAS HOSPITAL SYSTEM,FLORENCE,Summary star rating,4,955,28,4/1/2016,3/31/2017,,
FLORENCE,SC,420051,MCLEOD REGIONAL MEDICAL CENTER-PEE DEE,FLORENCE,Summary star rating,4,2342,35,4/1/2016,3/31/2017,,
GAFFNEY,SC,420043,MARY BLACK HEALTH SYSTEM GAFFNEY,CHEROKEE,Summary star rating,2,375,21,4/1/2016,3/31/2017,,
GEORGETOWN,SC,420020,TIDELANDS HEALTH,GEORGETOWN,Summary star rating,3,424,19,4/1/2016,3/31/2017,,
GREENVILLE,SC,420078,GHS GREENVILLE MEMORIAL HOSPITAL,GREENVILLE,Summary star rating,3,1847,18,4/1/2016,3/31/2017,,
GREENVILLE,SC,420102,GHS PATEWOOD MEMORIAL HOSPITAL,GREENVILLE,Summary star rating,5,550,46,4/1/2016,3/31/2017,,
GREENVILLE,SC,420023,ST FRANCIS-DOWNTOWN,GREENVILLE,Summary star rating,4,3220,27,4/1/2016,3/31/2017,,
GREENWOOD,SC,420071,SELF REGIONAL HEALTHCARE,GREENWOOD,Summary star rating,4,1843,25,4/1/2016,3/31/2017,,
GREER,SC,420033,GHS GREER MEMORIAL HOSPITAL,GREENVILLE,Summary star rating,4,696,25,4/1/2016,3/31/2017,,
GREER,SC,420103,PELHAM MEDICAL CENTER,GREENVILLE,Summary star rating,4,427,29,4/1/2016,3/31/2017,,
HARDEEVILLE,SC,420101,COASTAL CAROLINA HOSPITAL,JASPER,Summary star rating,2,440,32,4/1/2016,3/31/2017,,
HARTSVILLE,SC,420010,CAROLINA PINES REGIONAL MEDICAL CENTER,DARLINGTON,Summary star rating,3,544,22,4/1/2016,3/31/2017,,
HILTON HEAD ISLAND,SC,420080,HILTON HEAD REGIONAL MEDICAL CENTER,BEAUFORT,Summary star rating,3,659,39,4/1/2016,3/31/2017,,
LAKE CITY,SC,420066,LAKE CITY COMMUNITY HOSPITAL,FLORENCE,Summary star rating,0,80,15,4/1/2016,3/31/2017,,
LANCASTER,SC,420036,SPRINGS MEMORIAL HOSPITAL,LANCASTER,Summary star rating,3,470,23,4/1/2016,3/31/2017,,
LORIS,SC,420105,MCLEOD LORIS  HOSPITAL,HORRY,Summary star rating,4,631,34,4/1/2016,3/31/2017,,
MOUNT PLEASANT,SC,420089,EAST COOPER MEDICAL CENTER,CHARLESTON,Summary star rating,4,478,36,4/1/2016,3/31/2017,,
MOUNT PLEASANT,SC,420104,MOUNT PLEASANT HOSPITAL,CHARLESTON,Summary star rating,5,397,31,4/1/2016,3/31/2017,,
MULLINS,SC,420055,CAROLINAS HOSPITAL SYSTEM MARION,MARION,Summary star rating,3,455,29,4/1/2016,3/31/2017,,
MURRELLS INLET,SC,420098,TIDELANDS WACCAMAW COMMUNITY HOSPITAL,GEORGETOWN,Summary star rating,3,487,34,4/1/2016,3/31/2017,,
MYRTLE BEACH,SC,420085,GRAND STRAND REGIONAL MEDICAL CENTER,HORRY,Summary star rating,3,2515,23,4/1/2016,3/31/2017,,
NEWBERRY,SC,420053,NEWBERRY COUNTY MEMORIAL HOSPITAL,NEWBERRY,Summary star rating,5,371,26,4/1/2016,3/31/2017,,
ORANGEBURG,SC,420068,TRMC OF ORANGEBURG & CALHOUN,ORANGEBURG,Summary star rating,3,820,14,4/1/2016,3/31/2017,,
PICKENS,SC,420011,CANNON MEMORIAL HOSPITAL,PICKENS,Summary star rating,0,90,18,4/1/2016,3/31/2017,,
ROCK HILL,SC,420002,PIEDMONT MEDICAL CENTER,YORK,Summary star rating,3,791,32,4/1/2016,3/31/2017,,
SENECA,SC,420009,GHS OCONEE MEMORIAL  HOSPITAL,OCONEE,Summary star rating,3,333,22,4/1/2016,3/31/2017,,
SIMPSONVILLE,SC,420037,GHS HILLCREST MEMORIAL HOSPITAL,GREENVILLE,Summary star rating,4,309,19,4/1/2016,3/31/2017,,
SPARTANBURG,SC,420083,MARY BLACK HEALTH SYSTEM SPARTANBURG,SPARTANBURG,Summary star rating,3,559,27,4/1/2016,3/31/2017,,
SPARTANBURG,SC,420007,SPARTANBURG MEDICAL CENTER,SPARTANBURG,Summary star rating,4,2463,25,4/1/2016,3/31/2017,,
SUMTER,SC,420070,PALMETTO HEALTH TUOMEY HOSPITAL,SUMTER,Summary star rating,3,280,18,4/1/2016,3/31/2017,,
UNION,SC,420108,UNION MEDICAL CENTER,UNION,Summary star rating,4,183,27,4/1/2016,3/31/2017,,
VARNVILLE,SC,420072,HAMPTON REGIONAL MEDICAL CENTER,HAMPTON,Summary star rating,4,123,26,4/1/2016,3/31/2017,,
WALTERBORO,SC,420030,COLLETON MEDICAL CENTER,COLLETON,Summary star rating,3,407,14,4/1/2016,3/31/2017,,
WEST COLUMBIA,SC,420073,LEXINGTON MEDICAL CENTER,LEXINGTON,Summary star rating,4,4325,25,4/1/2016,3/31/2017,,
