Name,City,State,Legacy NTD ID,NTD ID,Organization Type,NTD Reporter Type,Primary UZA Population,Agency VOMS,Mode,Type of Service,Mode VOM,Max Trains In Operation,Average Speed (mi/hr),Average Passenger Trip Length (mi),Passengers per Hour,Scheduled Vehicle Revenue Miles,Vehicle Miles,Vehicle Revenue Miles,Deadhead Miles,Vehicle Hours,Vehicle Revenue Hours,Deadhead Hours,Train Miles,Train Revenue Miles,Train Hours,Train Revenue Hours,Unlinked Passenger Trips,Passenger Miles,Directional Route Miles,,,,,,,,,,,,,,,,,
Spirit Lake Tribe,Fort Totten,ND,8T11,88128,Tribe,Reduced Reporter,0 , 4 ,DR,DO,4,0, 22.59 , -   , 1.53 ,0 ,0 ,"155,863 ",0 ,0 ,"6,900 ",0 ,0 ,0 ,0 ,0 ,"10,533 ",0 ,0.0,,,,,,,,,,,,,,,,,
Casco Bay Island Transit District,Portland,ME,1088,10088,Independent Public Agency or Authority of Transit Service,Full Reporter,"203,914 ", 4 ,FB,DO,4,0, 5.25 , 3.64 , 68.00 ,"83,129 ","83,875 ","83,288 ",587 ,"15,936 ","15,865 ",71 ,0 ,0 ,0 ,0 ,"1,078,805 ","3,926,850 ",29.0,,,,,,,,,,,,,,,,,
Ogallala Transit System,Ogallala,NE,7R04-034,7R04-70127,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,DR,DO,4,0, 10.12 , -   , 5.40 ,0 ,0 ,"50,605 ",0 ,0 ,"5,002 ",0 ,0 ,0 ,0 ,0 ,"27,025 ",0 ,0.0,,,,,,,,,,,,,,,,,
St. Helena Council on Aging,Greensburg,LA,,6R02-66273,Area Agency on Aging,Rural Reporter,0 , 4 ,DR,DO,4,0, 17.23 , -   , 1.34 ,0 ,0 ,"97,040 ",0 ,0 ,"5,631 ",0 ,0 ,0 ,0 ,0 ,"7,531 ",0 ,0.0,,,,,,,,,,,,,,,,,
City of Clinton,Clinton,MO,7R03-012,7R03-70189,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,DR,DO,4,0, 9.12 , -   , 4.49 ,0 ,0 ,"41,570 ",0 ,0 ,"4,559 ",0 ,0 ,0 ,0 ,0 ,"20,485 ",0 ,0.0,,,,,,,,,,,,,,,,,
Caldwell Parish Council on Aging,Columbia,LA,6R02-007,6R02-60209,Area Agency on Aging,Rural Reporter,0 , 4 ,DR,DO,4,0, 22.64 , -   , 4.92 ,0 ,0 ,"52,864 ",0 ,0 ,"2,335 ",0 ,0 ,0 ,0 ,0 ,"11,485 ",0 ,0.0,,,,,,,,,,,,,,,,,
City of Coconut Creek,Coconut Creek,FL,,40238,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"5,502,379 ", 4 ,MB,DO,4,0, 13.90 , -   , 10.53 ,0 ,0 ,"186,030 ",0 ,0 ,"13,383 ",0 ,0 ,0 ,0 ,0 ,"140,976 ",0 ,0.0,,,,,,,,,,,,,,,,,
Chappell Senior Center,Chappell,NE,7R04-017,7R04-70110,Private-Non-Profit Corporation,Rural Reporter,0 , 4 ,DR,DO,4,0, 25.33 , -   , 3.92 ,0 ,0 ,"73,771 ",0 ,0 ,"2,912 ",0 ,0 ,0 ,0 ,0 ,"11,414 ",0 ,0.0,,,,,,,,,,,,,,,,,
Trinity County,Weaverville,CA,9R02-022,9R02-91035,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,MB,DO,4,0, 29.76 , -   , 2.95 ,0 ,0 ,"168,645 ",0 ,0 ,"5,667 ",0 ,0 ,0 ,0 ,0 ,"16,694 ",0 ,0.0,,,,,,,,,,,,,,,,,
City of Seymour,Seymour,IN,5R02-018,5R02-50501,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,DR,DO,4,0, 11.28 , -   , 3.57 ,0 ,0 ,"98,252 ",0 ,0 ,"8,714 ",0 ,0 ,0 ,0 ,0 ,"31,135 ",0 ,0.0,,,,,,,,,,,,,,,,,
Benson County Transportation,Maddock,ND,8R03-036,8R03-80249,Private-Non-Profit Corporation,Rural Reporter,0 , 4 ,DR,DO,4,0, 28.75 , -   , 1.10 ,0 ,0 ,"78,547 ",0 ,0 ,"2,732 ",0 ,0 ,0 ,0 ,0 ,"3,003 ",0 ,0.0,,,,,,,,,,,,,,,,,
City of Tomah,Tomah,WI,5R06-062,5R06-50418,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,DT,PT,4,0, 12.90 , -   , 2.84 ,0 ,0 ,"180,029 ",0 ,0 ,"13,951 ",0 ,0 ,0 ,0 ,0 ,"39,587 ",0 ,0.0,,,,,,,,,,,,,,,,,
First Transit - Steuben,Hudsonville,NY,2R02-022,2R02-20946,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,MB,DO,4,0, 43.47 , -   , 8.02 ,0 ,0 ,"300,701 ",0 ,0 ,"6,917 ",0 ,0 ,0 ,0 ,0 ,"55,465 ",0 ,0.0,,,,,,,,,,,,,,,,,
Dawson County Transit,Dawsonville,GA,4R03-003,4R03-41057,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,DR,DO,4,0, 16.14 , -   , 1.95 ,0 ,0 ,"91,626 ",0 ,0 ,"5,677 ",0 ,0 ,0 ,0 ,0 ,"11,044 ",0 ,0.0,,,,,,,,,,,,,,,,,
City of Lebanon,Lebanon,OR,0R02-024,0R02-00377,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,DR,DO,4,0, 9.70 , -   , 4.72 ,0 ,0 ,"40,596 ",0 ,0 ,"4,185 ",0 ,0 ,0 ,0 ,0 ,"19,744 ",0 ,0.0,,,,,,,,,,,,,,,,,
City of Lynwood,Lynwood,CA,,90281,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ", 4 ,MB,PT,4,0, 10.60 , -   , 20.13 ,0 ,0 ,"141,787 ",0 ,0 ,"13,376 ",0 ,0 ,0 ,0 ,0 ,"269,202 ",0 ,0.0,,,,,,,,,,,,,,,,,
Sierra County Transportation Commission,Downieville,CA,9R02-052,9R02-91038,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,DR,DO,4,0, 20.72 , -   , 1.15 ,0 ,0 ,"88,147 ",0 ,0 ,"4,255 ",0 ,0 ,0 ,0 ,0 ,"4,878 ",0 ,0.0,,,,,,,,,,,,,,,,,
County of Kenosha,Kenosha,WI,5R06-073,5R06-50432,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,MB,DO,4,0, 19.69 , -   , 1.59 ,0 ,0 ,"221,962 ",0 ,0 ,"11,274 ",0 ,0 ,0 ,0 ,0 ,"17,929 ",0 ,0.0,,,,,,,,,,,,,,,,,
The Community Pantry,Gallup,NM,6R03-049,6R03-60224,Private-Non-Profit Corporation,Rural Reporter,0 , 4 ,MB,DO,4,0, 9.47 , -   , 5.66 ,0 ,0 ,"176,679 ",0 ,0 ,"18,657 ",0 ,0 ,0 ,0 ,0 ,"105,519 ",0 ,0.0,,,,,,,,,,,,,,,,,
Town of Red River,Red River,NM,6R03-015,6R03-60237,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,DR,DO,4,0, 7.75 , -   , 12.22 ,0 ,0 ,"26,565 ",0 ,0 ,"3,427 ",0 ,0 ,0 ,0 ,0 ,"41,870 ",0 ,0.0,,,,,,,,,,,,,,,,,
Village of Kiryas Joel,Monroe,NY,2187,20187,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"423,566 ", 4 ,MB,DO,4,0, 11.90 , -   , 20.02 ,0 ,0 ,"86,625 ",0 ,0 ,"7,280 ",0 ,0 ,0 ,0 ,0 ,"145,737 ",0 ,0.0,,,,,,,,,,,,,,,,,
City of Hallandale Beach,Hallandale Beach,FL,,40249,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"5,502,379 ", 4 ,MB,PT,4,0, 9.80 , -   , 16.28 ,0 ,0 ,"151,488 ",0 ,0 ,"15,456 ",0 ,0 ,0 ,0 ,0 ,"251,559 ",0 ,0.0,,,,,,,,,,,,,,,,,
City of Guntersville,Guntersville,AL,4R01-023,4R01-41009,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,DR,DO,4,0, 19.55 , -   , 4.31 ,0 ,0 ,"77,837 ",0 ,0 ,"3,982 ",0 ,0 ,0 ,0 ,0 ,"17,154 ",0 ,0.0,,,,,,,,,,,,,,,,,
City of Great Bend/Commission on Aging,Great Bend,KS,7R02-087,7R02-70123,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,DR,DO,4,0, 8.34 , -   , 2.34 ,0 ,0 ,"80,087 ",0 ,0 ,"9,600 ",0 ,0 ,0 ,0 ,0 ,"22,416 ",0 ,0.0,,,,,,,,,,,,,,,,,
Weirton Transit Corporation,Weirton,WV,3066,30066,Other Publicly-Owned or Privately Chartered Corporation,Reduced Reporter,"70,889 ", 4 ,MB,DO,4,0, 13.29 , -   , 5.21 ,0 ,0 ,"128,014 ",0 ,0 ,"9,633 ",0 ,0 ,0 ,0 ,0 ,"50,156 ",0 ,0.0,,,,,,,,,,,,,,,,,
"DuBois, Falls Creek, Sandy TWP Joint Transit Auth",DuBois,PA,3R04-003,3R04-30197,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 4 ,MB,DO,4,0, 12.84 , -   , 6.15 ,0 ,0 ,"127,063 ",0 ,0 ,"9,894 ",0 ,0 ,0 ,0 ,0 ,"60,836 ",0 ,0.0,,,,,,,,,,,,,,,,,
Butler County Senior Service Program,David City,NE,7R04-007,7R04-70121,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,DR,DO,4,0, 20.68 , -   , 2.29 ,0 ,0 ,"32,668 ",0 ,0 ,"1,580 ",0 ,0 ,0 ,0 ,0 ,"3,612 ",0 ,0.0,,,,,,,,,,,,,,,,,
Haralson County Transit,Buchanan,GA,4R03-084,4R03-41085,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,DR,DO,4,0, 15.81 , -   , 1.11 ,0 ,0 ,"86,157 ",0 ,0 ,"5,451 ",0 ,0 ,0 ,0 ,0 ,"6,057 ",0 ,0.0,,,,,,,,,,,,,,,,,
Eppson Center for Seniors,Laramie,WY,8R05-005,8R05-80252,Private-Non-Profit Corporation,Rural Reporter,0 , 4 ,DR,DO,4,0, 11.40 , -   , 2.33 ,0 ,0 ,"67,631 ",0 ,0 ,"5,931 ",0 ,0 ,0 ,0 ,0 ,"13,841 ",0 ,0.0,,,,,,,,,,,,,,,,,
Riverton Senior Center,Riverton,WY,8R05-007,8R05-80185,Private-Non-Profit Corporation,Rural Reporter,0 , 4 ,DR,DO,4,0, 9.18 , -   , 2.62 ,0 ,0 ,"52,572 ",0 ,0 ,"5,724 ",0 ,0 ,0 ,0 ,0 ,"15,021 ",0 ,0.0,,,,,,,,,,,,,,,,,
City of Marinette,Minneapolis,MN,5R06-022,5R06-50478,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,DT,PT,4,0, 12.90 , -   , 3.30 ,0 ,0 ,"154,872 ",0 ,0 ,"12,007 ",0 ,0 ,0 ,0 ,0 ,"39,579 ",0 ,0.0,,,,,,,,,,,,,,,,,
Clay County,Ft Gaines,GA,4R03-117,4R03-41140,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,DR,DO,4,0, 21.70 , -   , 1.01 ,0 ,0 ,"217,954 ",0 ,0 ,"10,042 ",0 ,0 ,0 ,0 ,0 ,"10,175 ",0 ,0.0,,,,,,,,,,,,,,,,,
Fillmore County,Geneva,NE,7R04-021,7R04-70205,Private-Non-Profit Corporation,Rural Reporter,0 , 4 ,DR,DO,4,0, 11.67 , -   , 3.37 ,0 ,0 ,"20,278 ",0 ,0 ,"1,737 ",0 ,0 ,0 ,0 ,0 ,"5,856 ",0 ,0.0,,,,,,,,,,,,,,,,,
Hopi Tribe,Kykotsmovi,AZ,9T24,99382,Tribe,Reduced Reporter,0 , 4 ,MB,DO,4,0, 50.49 , -   , 5.44 ,0 ,0 ,"216,430 ",0 ,0 ,"4,287 ",0 ,0 ,0 ,0 ,0 ,"23,342 ",0 ,0.0,,,,,,,,,,,,,,,,,
Esmeralda County,Goldfield,NV,,9R04-99429,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,DR,DO,4,0, 28.29 , -   , 3.07 ,0 ,0 ,"92,015 ",0 ,0 ,"3,253 ",0 ,0 ,0 ,0 ,0 ,"9,990 ",0 ,0.0,,,,,,,,,,,,,,,,,
City of Covina,Covina,CA,,90261,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ", 4 ,DR,PT,4,0, 10.04 , -   , 3.24 ,0 ,0 ,"57,961 ",0 ,0 ,"5,775 ",0 ,0 ,0 ,0 ,0 ,"18,693 ",0 ,0.0,,,,,,,,,,,,,,,,,
Covington Area Transit System,Andalusia,AL,4R01-009,4R01-41125,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,DR,DO,4,0, 26.79 , -   , 4.73 ,0 ,0 ,"62,423 ",0 ,0 ,"2,330 ",0 ,0 ,0 ,0 ,0 ,"11,014 ",0 ,0.0,,,,,,,,,,,,,,,,,
Prowers County,Lamar,CO,8R01-012,8R01-80115,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,DR,DO,4,0, 9.68 , -   , 3.22 ,0 ,0 ,"80,225 ",0 ,0 ,"8,288 ",0 ,0 ,0 ,0 ,0 ,"26,671 ",0 ,0.0,,,,,,,,,,,,,,,,,
Franklin County Aging Services,Ottawa,KS,7R02-057,7R02-70225,Private-Non-Profit Corporation,Rural Reporter,0 , 4 ,DR,DO,4,0, 16.77 , -   , 3.20 ,0 ,0 ,"61,272 ",0 ,0 ,"3,654 ",0 ,0 ,0 ,0 ,0 ,"11,695 ",0 ,0.0,,,,,,,,,,,,,,,,,
City of Auburn,Auburn,CA,9R02-143,9R02-91032,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,MB,DO,4,0, 13.38 , -   , 11.00 ,0 ,0 ,"63,380 ",0 ,0 ,"4,736 ",0 ,0 ,0 ,0 ,0 ,"52,101 ",0 ,0.0,,,,,,,,,,,,,,,,,
Washakie County Senior Citizens Center,Worland,WY,,8R05-88224,Private-Non-Profit Corporation,Rural Reporter,0 , 4 ,DR,DO,4,0, 6.61 , -   , 2.14 ,0 ,0 ,"23,837 ",0 ,0 ,"3,604 ",0 ,0 ,0 ,0 ,0 ,"7,721 ",0 ,0.0,,,,,,,,,,,,,,,,,
Dade County Transit,Trenton,GA,4R03-080,4R03-41007,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,DR,DO,4,0, 15.13 , -   , 2.48 ,0 ,0 ,"107,337 ",0 ,0 ,"7,096 ",0 ,0 ,0 ,0 ,0 ,"17,607 ",0 ,0.0,,,,,,,,,,,,,,,,,
Harper County Department on Aging,Anthony,KS,7R02-083,7R02-70228,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,DR,DO,4,0, 30.02 , -   , 3.56 ,0 ,0 ,"74,292 ",0 ,0 ,"2,475 ",0 ,0 ,0 ,0 ,0 ,"8,818 ",0 ,0.0,,,,,,,,,,,,,,,,,
City of Merrill,Merrill,WI,5R06-026,5R06-50505,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,MB,DO,4,0, 8.08 , -   , 8.86 ,0 ,0 ,"63,792 ",0 ,0 ,"7,891 ",0 ,0 ,0 ,0 ,0 ,"69,904 ",0 ,0.0,,,,,,,,,,,,,,,,,
City of Beverly Hills,Beverly Hills,CA,,90255,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ", 4 ,DR,PT,4,0, 4.57 , -   , 1.60 ,0 ,0 ,"33,206 ",0 ,0 ,"7,272 ",0 ,0 ,0 ,0 ,0 ,"11,608 ",0 ,0.0,,,,,,,,,,,,,,,,,
State of Connecticut - CTTransit - Nason - Torrington-Winsted,Torrington,CT,1132,10132,Private-For-Profit Corporation,Reduced Reporter,"924,859 ", 4 ,CB,PT,4,0, 35.26 , -   , 11.42 ,0 ,0 ,"57,932 ",0 ,0 ,"1,643 ",0 ,0 ,0 ,0 ,0 ,"18,760 ",0 ,0.0,,,,,,,,,,,,,,,,,
"Seniors' Resource Center, Inc",Denver,CO,8R01-014,8R01-80292,Private-Non-Profit Corporation,Rural Reporter,0 , 4 ,DR,DO,4,0, 16.50 , -   , 1.95 ,0 ,0 ,"78,252 ",0 ,0 ,"4,742 ",0 ,0 ,0 ,0 ,0 ,"9,252 ",0 ,0.0,,,,,,,,,,,,,,,,,
Brooks County Transit,Quitman,GA,4R03-050,4R03-41016,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,DR,DO,4,0, 20.27 , -   , 1.51 ,0 ,0 ,"198,670 ",0 ,0 ,"9,802 ",0 ,0 ,0 ,0 ,0 ,"14,829 ",0 ,0.0,,,,,,,,,,,,,,,,,
Belding-Dial-A-Ride,Belding,MI,5R03-011,5R03-50398,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,DR,DO,4,0, 13.01 , -   , 4.31 ,0 ,0 ,"71,306 ",0 ,0 ,"5,481 ",0 ,0 ,0 ,0 ,0 ,"23,598 ",0 ,0.0,,,,,,,,,,,,,,,,,
City of Pompano Beach,Pompano Beach,FL,,40257,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"5,502,379 ", 4 ,MB,PT,4,0, 13.23 , -   , 14.02 ,0 ,0 ,"107,016 ",0 ,0 ,"8,090 ",0 ,0 ,0 ,0 ,0 ,"113,418 ",0 ,0.0,,,,,,,,,,,,,,,,,
Rabun County,Tiger,GA,4R03-011,4R03-40904,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,DR,DO,4,0, 10.90 , -   , 1.31 ,0 ,0 ,"89,702 ",0 ,0 ,"8,229 ",0 ,0 ,0 ,0 ,0 ,"10,809 ",0 ,0.0,,,,,,,,,,,,,,,,,
First Transit-Olean,Hudsonville,NY,2R02-061,2R02-20975,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,MB,DO,4,0, 15.88 , -   , 7.28 ,0 ,0 ,"166,747 ",0 ,0 ,"10,503 ",0 ,0 ,0 ,0 ,0 ,"76,437 ",0 ,0.0,,,,,,,,,,,,,,,,,
City of Manhattan Beach Dial A Ride,Manhattan Beach,CA,,90283,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ", 4 ,DR,DO,4,0, 6.75 , -   , 3.23 ,0 ,0 ,"46,175 ",0 ,0 ,"6,838 ",0 ,0 ,0 ,0 ,0 ,"22,067 ",0 ,0.0,,,,,,,,,,,,,,,,,
Marshall County Agency on Aging,Marysville,KS,7R02-015,7R02-70208,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,DR,DO,4,0, 26.36 , -   , 4.20 ,0 ,0 ,"52,385 ",0 ,0 ,"1,987 ",0 ,0 ,0 ,0 ,0 ,"8,354 ",0 ,0.0,,,,,,,,,,,,,,,,,
City Of Sidney,Sidney,NE,7R04-010,7R04-70074,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,DR,DO,4,0, 14.57 , -   , 3.77 ,0 ,0 ,"64,367 ",0 ,0 ,"4,418 ",0 ,0 ,0 ,0 ,0 ,"16,647 ",0 ,0.0,,,,,,,,,,,,,,,,,
"Wasco, City of",Wasco,CA,9R02-028,9R02-99426,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,DR,DO,4,0, 14.31 , -   , 8.93 ,0 ,0 ,"28,040 ",0 ,0 ,"1,960 ",0 ,0 ,0 ,0 ,0 ,"17,507 ",0 ,0.0,,,,,,,,,,,,,,,,,
Morgan County Transit,Madison,GA,4R03-027,4R03-41078,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,DR,DO,4,0, 14.35 , -   , 2.60 ,0 ,0 ,"131,268 ",0 ,0 ,"9,145 ",0 ,0 ,0 ,0 ,0 ,"23,774 ",0 ,0.0,,,,,,,,,,,,,,,,,
Snoqualmie Indian Tribe,Snoqualmie,WA,0T15,00015,Tribe,Reduced Reporter,0 , 4 ,DR,DO,4,0, 33.23 , -   , 1.23 ,0 ,0 ,"93,112 ",0 ,0 ,"2,802 ",0 ,0 ,0 ,0 ,0 ,"3,438 ",0 ,0.0,,,,,,,,,,,,,,,,,
City of Benson,Benson,AZ,9R01-029,9R01-91114,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,MB,DO,4,0, 15.00 , -   , 3.64 ,0 ,0 ,"67,768 ",0 ,0 ,"4,517 ",0 ,0 ,0 ,0 ,0 ,"16,458 ",0 ,0.0,,,,,,,,,,,,,,,,,
City of West Plains,West Plains,MO,7R03-006,7R03-70155,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,DR,DO,4,0, 12.79 , -   , 4.33 ,0 ,0 ,"39,309 ",0 ,0 ,"3,074 ",0 ,0 ,0 ,0 ,0 ,"13,306 ",0 ,0.0,,,,,,,,,,,,,,,,,
Town of Telluride,Telluride,CO,,8R01-88226,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,MB,DO,4,0, 7.46 , -   , 20.81 ,0 ,0 ,"95,947 ",0 ,0 ,"12,862 ",0 ,0 ,0 ,0 ,0 ,"267,683 ",0 ,0.0,,,,,,,,,,,,,,,,,
City of Rio Vista,Rio Vista,CA,9R02-032,9R02-91014,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,MB,DO,4,0, 19.13 , -   , 3.06 ,0 ,0 ,"64,973 ",0 ,0 ,"3,397 ",0 ,0 ,0 ,0 ,0 ,"10,407 ",0 ,0.0,,,,,,,,,,,,,,,,,
Dunn County Transit,Menominee,WI,5R06-055,5R06-50226,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 4 ,MB,DO,4,0, 12.46 , -   , 16.53 ,0 ,0 ,"100,864 ",0 ,0 ,"8,093 ",0 ,0 ,0 ,0 ,0 ,"133,776 ",0 ,0.0,,,,,,,,,,,,,,,,,
Chase County,Imperial,NE,7R04-009,7R04-70128,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,DR,DO,4,0, 13.61 , -   , 7.23 ,0 ,0 ,"62,108 ",0 ,0 ,"4,565 ",0 ,0 ,0 ,0 ,0 ,"33,010 ",0 ,0.0,,,,,,,,,,,,,,,,,
Hitch & Hay Public Transit,Stratton,NE,7R04-029,7R04-70100,Private-Non-Profit Corporation,Rural Reporter,0 , 4 ,DR,DO,4,0, 27.09 , -   , 0.77 ,0 ,0 ,"65,573 ",0 ,0 ,"2,421 ",0 ,0 ,0 ,0 ,0 ,"1,866 ",0 ,0.0,,,,,,,,,,,,,,,,,
Los Angeles County Department of Public Works - South Whittier,Alhambra,CA,,90276,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ", 4 ,MB,PT,4,0, 12.25 , -   , 20.12 ,0 ,0 ,"157,348 ",0 ,0 ,"12,846 ",0 ,0 ,0 ,0 ,0 ,"258,498 ",0 ,0.0,,,,,,,,,,,,,,,,,
City of Bethel,Bethel,AK,0R04-016,0R04-00387,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,MB,DO,4,0, 13.35 , -   , 5.77 ,0 ,0 ,"50,243 ",0 ,0 ,"3,764 ",0 ,0 ,0 ,0 ,0 ,"21,707 ",0 ,0.0,,,,,,,,,,,,,,,,,
Washington County,Plymouth,NC,4R06-064,4R06-40959,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,DR,DO,4,0, 21.90 , -   , 2.53 ,0 ,0 ,"129,420 ",0 ,0 ,"5,909 ",0 ,0 ,0 ,0 ,0 ,"14,935 ",0 ,0.0,,,,,,,,,,,,,,,,,
Pipestone County,Pipestone,MN,5R04-055,5R04-50479,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 4 ,DR,DO,4,0, 17.32 , -   , 4.23 ,0 ,0 ,"42,076 ",0 ,0 ,"2,430 ",0 ,0 ,0 ,0 ,0 ,"10,275 ",0 ,0.0,,,,,,,,,,,,,,,,,
Susanville Indian Rancheria,Susanville,CA,9T08,99256,Tribe,Reduced Reporter,0 , 4 ,MB,DO,3,0, 32.08 , -   , 0.52 ,0 ,0 ,"102,959 ",0 ,0 ,"3,209 ",0 ,0 ,0 ,0 ,0 ,"1,666 ",0 ,0.0,,,,,,,,,,,,,,,,,
East Chicago Transit,East Chicago,IN,5042,50042,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"8,608,208 ", 4 ,MB,DO,3,0, 13.07 , 1.54 , 16.00 ,"120,520 ","124,114 ","117,294 ","6,820 ","9,218 ","8,974 ",244 ,0 ,0 ,0 ,0 ,"143,583 ","221,268 ",70.0,,,,,,,,,,,,,,,,,
Henderson County/ Apple Country Public Transit,Hendersonville,NC,4229,40229,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"280,648 ", 4 ,MB,PT,3,0, 18.84 , -   , 10.98 ,0 ,0 ,"168,132 ",0 ,0 ,"8,922 ",0 ,0 ,0 ,0 ,0 ,"98,003 ",0 ,0.0,,,,,,,,,,,,,,,,,
Bristol Virginia Transit,Bristol,VA,3053,30053,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"69,501 ", 4 ,MB,DO,3,0, 15.73 , -   , 8.14 ,0 ,0 ,"116,490 ",0 ,0 ,"7,404 ",0 ,0 ,0 ,0 ,0 ,"60,276 ",0 ,0.0,,,,,,,,,,,,,,,,,
Municipality of Aguada,Aguada,PR,4114,40114,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"306,196 ", 4 ,DR,DO,3,0, 12.53 , -   , 0.51 ,0 ,0 ,"26,633 ",0 ,0 ,"2,126 ",0 ,0 ,0 ,0 ,0 ,"1,076 ",0 ,0.0,,,,,,,,,,,,,,,,,
Yurok Tribe,Klamath,CA,9T09,99262,Tribe,Reduced Reporter,0 , 4 ,DR,DO,3,0, 15.21 , -   , 1.52 ,0 ,0 ,"98,013 ",0 ,0 ,"6,445 ",0 ,0 ,0 ,0 ,0 ,"9,781 ",0 ,0.0,,,,,,,,,,,,,,,,,
Winnebago Tribe of Nebraska,Winnebago,NE,7T04,70004,Tribe,Reduced Reporter,0 , 4 ,MB,DO,3,0, 33.98 , -   , 12.84 ,0 ,0 ,"210,840 ",0 ,0 ,"6,205 ",0 ,0 ,0 ,0 ,0 ,"79,678 ",0 ,0.0,,,,,,,,,,,,,,,,,
South Clackamas Transportation District,Molalla,OR,0R02-008,0R02-00301,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 , 4 ,CB,PT,3,0, 27.07 , -   , 8.82 ,0 ,0 ,"241,574 ",0 ,0 ,"8,925 ",0 ,0 ,0 ,0 ,0 ,"78,706 ",0 ,0.0,,,,,,,,,,,,,,,,,
Yankton Sioux Tribe,Wagner,SD,8T16,88194,Tribe,Reduced Reporter,0 , 4 ,MB,DO,3,0, 37.56 , -   , 3.32 ,0 ,0 ,"141,752 ",0 ,0 ,"3,774 ",0 ,0 ,0 ,0 ,0 ,"12,541 ",0 ,0.0,,,,,,,,,,,,,,,,,
City of Ridgecrest,Ridgecrest,CA,9R02-051,9R02-91006,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 , 4 ,MB,DO,3,0, 10.62 , -   , 1.80 ,0 ,0 ,"69,276 ",0 ,0 ,"6,526 ",0 ,0 ,0 ,0 ,0 ,"11,741 ",0 ,0.0,,,,,,,,,,,,,,,,,
